App,Category,Size,Type,ContentRating,Genres,AndroidVersion,Reviews,Rating,Installs,Price
Facebook Ads Manager,BUSINESS,Varies with device,Free,Everyone,Business,4.1 and up,19023,4.1,1000000,0
"IndiaMART: Search Products, Buy, Sell & Trade",BUSINESS,11M,Free,Everyone,Business,4.0 and up,207372,4.5,5000000,0
ViettelPost express delivery,BUSINESS,25M,Free,Everyone,Business,4.1 and up,1225,4.4,100000,0
MyASUS - Service Center,BUSINESS,7.3M,Free,Everyone,Business,4.2 and up,380837,4.4,10000000,0
Job Korea - Career Jobs,BUSINESS,6.5M,Free,Everyone,Business,4.0 and up,10600,4.3,1000000,0
"104 Looking for a job - looking for a job, looking for a job, looking for a part-time job, health checkup, resume, treatment room",BUSINESS,25M,Free,Everyone,Business,4.0 and up,74359,4.4,1000000,0
Myanmar 2D/3D,BUSINESS,3.1M,Free,Everyone,Business,4.0.3 and up,822,4.6,100000,0
Quick PDF Scanner + OCR FREE,BUSINESS,Varies with device,Free,Everyone,Business,4.0.3 and up,80805,4.2,5000000,0
sABN,BUSINESS,1.5M,Free,Everyone,Business,2.2 and up,2287,4.4,1000000,0
ATI Cargoes and Transportation,BUSINESS,7.5M,Free,Everyone,Business,4.0.3 and up,4162,4.7,100000,0
Secure Folder,BUSINESS,8.6M,Free,Everyone,Business,7.0 and up,14760,3.8,50000000,0
UPS Mobile,BUSINESS,Varies with device,Free,Everyone,Business,Varies with device,23243,3.9,5000000,0
Y! Mobile menu,BUSINESS,1.2M,Free,Everyone,Business,6.0 and up,9,NaN,100000,0
SignEasy | Sign and Fill PDF and other Documents,BUSINESS,Varies with device,Free,Everyone,Business,Varies with device,8978,4.3,1000000,0
Quick PDF Scanner + OCR FREE,BUSINESS,Varies with device,Free,Everyone,Business,4.0.3 and up,80805,4.2,5000000,0
Genius Scan - PDF Scanner,BUSINESS,Varies with device,Free,Everyone,Business,Varies with device,42492,4.4,1000000,0
Tiny Scanner - PDF Scanner App,BUSINESS,39M,Free,Everyone,Business,3.0 and up,286897,4.7,10000000,0
Fast Scanner : Free PDF Scan,BUSINESS,14M,Free,Everyone,Business,4.1 and up,103755,4.5,10000000,0
Mobile Doc Scanner (MDScan) Lite,BUSINESS,19M,Free,Everyone,Business,4.1 and up,46505,4.2,1000000,0
TurboScan: scan documents and receipts in PDF,BUSINESS,6.8M,Paid,Everyone,Business,4.0 and up,11442,4.7,100000,4.99
Tiny Scanner Pro: PDF Doc Scan,BUSINESS,39M,Paid,Everyone,Business,3.0 and up,10295,4.8,100000,4.99
Box,BUSINESS,Varies with device,Free,Everyone,Business,Varies with device,159872,4.2,10000000,0
Zenefits,BUSINESS,14M,Free,Everyone,Business,4.1 and up,296,4.2,50000,0
Google Ads,BUSINESS,20M,Free,Everyone,Business,4.0.3 and up,29313,4.3,5000000,0
Google My Business,BUSINESS,Varies with device,Free,Everyone,Business,4.4 and up,70991,4.4,5000000,0
Slack,BUSINESS,Varies with device,Free,Everyone,Business,Varies with device,51507,4.4,5000000,0
FreshBooks Classic,BUSINESS,26M,Free,Everyone,Business,4.2 and up,1802,4.1,100000,0
Insightly CRM,BUSINESS,51M,Free,Everyone,Business,5.0 and up,1383,3.8,100000,0
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,41M,Free,Everyone,Business,4.1 and up,23175,4.3,1000000,0
HipChat - Chat Built for Teams,BUSINESS,20M,Free,Everyone,Business,4.1 and up,5868,3.8,500000,0
Xero Accounting Software,BUSINESS,Varies with device,Free,Everyone,Business,Varies with device,2111,3.5,100000,0
"MailChimp - Email, Marketing Automation",BUSINESS,12M,Free,Everyone,Business,5.0 and up,5448,4.1,500000,0
Crew - Free Messaging and Scheduling,BUSINESS,48M,Free,Everyone,Business,4.0.3 and up,4159,4.6,500000,0
Asana: organize team projects,BUSINESS,10M,Free,Everyone,Business,5.0 and up,20815,4.3,1000000,0
Google Analytics,BUSINESS,22M,Free,Everyone,Business,4.4 and up,78662,4.5,1000000,0
AdWords Express,BUSINESS,11M,Free,Everyone,Business,4.0 and up,7149,4.1,1000000,0
Accounting App - Zoho Books,BUSINESS,8.5M,Free,Everyone,Business,4.1 and up,3079,4.5,100000,0
Invoice & Time Tracking - Zoho,BUSINESS,8.6M,Free,Everyone,Business,4.1 and up,5800,4.6,100000,0
join.me - Simple Meetings,BUSINESS,Varies with device,Free,Everyone,Business,4.4 and up,6989,4,1000000,0
Invoice 2go — Professional Invoices and Estimates,BUSINESS,28M,Free,Everyone,Business,4.1 and up,16422,4.2,1000000,0
Cisco Webex Meetings,BUSINESS,28M,Free,Everyone,Business,4.3 and up,108741,4.4,10000000,0
ZOOM Cloud Meetings,BUSINESS,37M,Free,Everyone,Business,4.0 and up,31614,4.4,10000000,0
ScreenMeet. Easy Phone Meeting,BUSINESS,9.0M,Free,Everyone,Business,5.0 and up,624,4,100000,0
Cisco Webex Teams,BUSINESS,46M,Free,Everyone,Business,4.4 and up,1661,4.2,100000,0
Microsoft Remote Desktop,BUSINESS,Varies with device,Free,Everyone,Business,Varies with device,97702,4.2,5000000,0
Start Meeting,BUSINESS,14M,Free,Everyone,Business,4.0.3 and up,308,4.1,50000,0
join.me - Simple Meetings,BUSINESS,Varies with device,Free,Everyone,Business,4.4 and up,6989,4,1000000,0
ClickMeeting Webinars,BUSINESS,26M,Free,Everyone,Business,4.0 and up,5211,3.8,1000000,0
BlueJeans for Android,BUSINESS,23M,Free,Everyone,Business,5.0 and up,1058,3.9,500000,0
Skype for Business for Android,BUSINESS,Varies with device,Free,Everyone,Business,Varies with device,78172,3.9,10000000,0
Box,BUSINESS,Varies with device,Free,Everyone,Business,Varies with device,159872,4.2,10000000,0
Zenefits,BUSINESS,14M,Free,Everyone,Business,4.1 and up,296,4.2,50000,0
Google Ads,BUSINESS,20M,Free,Everyone,Business,4.0.3 and up,29313,4.3,5000000,0
Google My Business,BUSINESS,Varies with device,Free,Everyone,Business,4.4 and up,70991,4.4,5000000,0
Slack,BUSINESS,Varies with device,Free,Everyone,Business,Varies with device,51507,4.4,5000000,0
FreshBooks Classic,BUSINESS,26M,Free,Everyone,Business,4.2 and up,1802,4.1,100000,0
Insightly CRM,BUSINESS,51M,Free,Everyone,Business,5.0 and up,1383,3.8,100000,0
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,41M,Free,Everyone,Business,4.1 and up,23175,4.3,1000000,0
HipChat - Chat Built for Teams,BUSINESS,20M,Free,Everyone,Business,4.1 and up,5868,3.8,500000,0
Xero Accounting Software,BUSINESS,Varies with device,Free,Everyone,Business,Varies with device,2111,3.5,100000,0
"MailChimp - Email, Marketing Automation",BUSINESS,12M,Free,Everyone,Business,5.0 and up,5448,4.1,500000,0
Crew - Free Messaging and Scheduling,BUSINESS,48M,Free,Everyone,Business,4.0.3 and up,4159,4.6,500000,0
Asana: organize team projects,BUSINESS,10M,Free,Everyone,Business,5.0 and up,20815,4.3,1000000,0
Google Analytics,BUSINESS,22M,Free,Everyone,Business,4.4 and up,78662,4.5,1000000,0
AdWords Express,BUSINESS,11M,Free,Everyone,Business,4.0 and up,7149,4.1,1000000,0
Accounting App - Zoho Books,BUSINESS,8.5M,Free,Everyone,Business,4.1 and up,3079,4.5,100000,0
Invoice & Time Tracking - Zoho,BUSINESS,8.6M,Free,Everyone,Business,4.1 and up,5800,4.6,100000,0
join.me - Simple Meetings,BUSINESS,Varies with device,Free,Everyone,Business,4.4 and up,6989,4,1000000,0
Invoice 2go — Professional Invoices and Estimates,BUSINESS,28M,Free,Everyone,Business,4.1 and up,16422,4.2,1000000,0
SignEasy | Sign and Fill PDF and other Documents,BUSINESS,Varies with device,Free,Everyone,Business,Varies with device,8978,4.3,1000000,0
Quick PDF Scanner + OCR FREE,BUSINESS,Varies with device,Free,Everyone,Business,4.0.3 and up,80804,4.2,5000000,0
Genius Scan - PDF Scanner,BUSINESS,Varies with device,Free,Everyone,Business,Varies with device,42492,4.4,1000000,0
Tiny Scanner - PDF Scanner App,BUSINESS,39M,Free,Everyone,Business,3.0 and up,286897,4.7,10000000,0
Fast Scanner : Free PDF Scan,BUSINESS,14M,Free,Everyone,Business,4.1 and up,103755,4.5,10000000,0
Mobile Doc Scanner (MDScan) Lite,BUSINESS,19M,Free,Everyone,Business,4.1 and up,46505,4.2,1000000,0
TurboScan: scan documents and receipts in PDF,BUSINESS,6.8M,Paid,Everyone,Business,4.0 and up,11442,4.7,100000,4.99
Tiny Scanner Pro: PDF Doc Scan,BUSINESS,39M,Paid,Everyone,Business,3.0 and up,10295,4.8,100000,4.99
Docs To Go™ Free Office Suite,BUSINESS,Varies with device,Free,Everyone,Business,Varies with device,217730,4.1,50000000,0
OfficeSuite : Free Office + PDF Editor,BUSINESS,35M,Free,Everyone,Business,4.1 and up,1002859,4.3,100000000,0
Slack,BUSINESS,Varies with device,Free,Everyone,Business,Varies with device,51510,4.4,5000000,0
Verify - Receipts & Expenses,BUSINESS,29M,Free,Everyone,Business,5.0 and up,413,4.5,10000,0
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,41M,Free,Everyone,Business,4.1 and up,23175,4.3,1000000,0
LINE WEBTOON - Free Comics,COMICS,Varies with device,Free,Teen,Comics,Varies with device,1013635,4.5,10000000,0
Manga Master - Best manga & comic reader,COMICS,4.9M,Free,Adults only 18+,Comics,4.1 and up,24005,4.6,500000,0
GANMA! - All original stories free of charge for all original comics,COMICS,27M,Free,Teen,Comics,4.1 and up,57106,4.7,1000000,0
Röhrich Werner Soundboard,COMICS,32M,Free,Everyone,Comics,4.0.3 and up,2249,4.7,500000,0
Unicorn Pokez - Color By Number,COMICS,12M,Free,Everyone,Comics;Creativity,4.4 and up,516,4.8,50000,0
MangaToon - Comics updated Daily,COMICS,15M,Free,Mature 17+,Comics,4.1 and up,834,3.9,50000,0
Manga Net – Best Online Manga Reader,COMICS,11M,Free,Mature 17+,Comics,4.1 and up,1010,4.1,50000,0
Manga Rock - Best Manga Reader,COMICS,28M,Free,Teen,Comics,5.0 and up,238970,4.4,1000000,0
Manga - read Thai translation,COMICS,2.2M,Free,Teen,Comics,4.0 and up,302,4.6,10000,0
The Vietnam Story - Fun Stories,COMICS,3.4M,Free,Everyone,Comics,2.3 and up,438,4.5,10000,0
Dragon Ball Wallpaper - Ringtones,COMICS,8.3M,Free,Everyone,Comics,4.0.3 and up,73,4.7,10000,0
Funny Jokes Photos,COMICS,4.3M,Free,Everyone 10+,Comics,4.2 and up,39,4.4,10000,0
Truyện Vui Tý Quậy,COMICS,4.7M,Free,Everyone,Comics,4.0.3 and up,144,4.5,10000,0
Comic Es - Shojo manga / love comics free of charge ♪ ♪,COMICS,10M,Free,Teen,Comics,4.0.3 and up,2181,3.9,100000,0
comico Popular Original Cartoon Updated Everyday Comico,COMICS,15M,Free,Teen,Comics,4.0.3 and up,93965,3.2,5000000,0
Daily Manga - Comic & Webtoon,COMICS,7.1M,Free,Mature 17+,Comics,4.0.3 and up,1446,3.2,100000,0
"漫咖 Comics - Manga,Novel and Stories",COMICS,21M,Free,Mature 17+,Comics,4.0.3 and up,12088,4.1,1000000,0
Emmanuella Funny Videos 2018,COMICS,6.1M,Free,Everyone,Comics,4.1 and up,314,4.5,100000,0
DC Comics,COMICS,Varies with device,Free,Teen,Comics,Varies with device,25671,4.2,1000000,0
Manga Zero - Japanese cartoon and comic reader,COMICS,15M,Free,Teen,Comics,4.2 and up,15194,4.2,1000000,0
Marvel Unlimited,COMICS,11M,Free,Teen,Comics,4.4 and up,22551,3.7,1000000,0
"Tapas – Comics, Novels, and Stories",COMICS,29M,Free,Teen,Comics,4.4 and up,29839,4.5,1000000,0
Children's cartoons (Mithu-Mina-Raju),COMICS,3.3M,Free,Everyone,Comics,4.0 and up,279,4.6,100000,0
Narrator's Voice,COMICS,Varies with device,Free,Everyone,Comics,Varies with device,564387,4.5,5000000,0
【Ranobbe complete free】 Novelba - Free app that you can read and write novels,COMICS,22M,Free,Everyone,Comics,4.2 and up,1330,NaN,50000,0
Faustop Sounds,COMICS,40M,Free,Everyone,Comics,4.1 and up,1677,4.7,100000,0
Manga Mania - Best online manga reader,COMICS,10M,Free,Teen,Comics,4.1 and up,757,4.4,10000,0
- Free Comics - Comic Apps,COMICS,9.1M,Free,Mature 17+,Comics,5.0 and up,115,3.5,10000,0
Manga AZ - Manga Comic Reader,COMICS,4.7M,Free,Teen,Comics,4.0.3 and up,125,3.3,5000,0
Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,COMICS,38M,Free,Everyone 10+,Comics,4.1 and up,9952,4.5,500000,0
pixiv comic - everyone's manga app,COMICS,Varies with device,Free,Mature 17+,Comics,Varies with device,18814,4.4,1000000,0
Funny Jokes and Stories 2018,COMICS,6.7M,Free,Everyone,Comics,4.0 and up,21,4.2,5000,0
Hojiboy Tojiboyev Life Hacks,COMICS,37M,Free,Everyone,Comics,4.0.3 and up,15,5,1000,0
Perfect Viewer,COMICS,Varies with device,Free,Everyone,Comics,2.3 and up,51981,4.4,5000000,0
"Best Wallpapers Backgrounds(100,000+ 4K HD)",COMICS,7.8M,Free,Teen,Comics,4.0.3 and up,3596,4.7,10000,0
think Comics,COMICS,19M,Free,Everyone,Comics,4.0.3 and up,1006,4.4,50000,0
Memes Button,COMICS,5.7M,Free,Everyone,Comics,4.0 and up,5968,4.4,1000000,0
"Laftel - Watching and Announcing Snooping, Streaming",COMICS,35M,Free,Everyone,Comics,4.4 and up,4895,4.6,100000,0
Messenger – Text and Video Chat for Free,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,56642847,4,1000000000,0
WhatsApp Messenger,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,69119316,4.4,1000000000,0
Messenger for SMS,COMMUNICATION,17M,Free,Teen,Communication,4.1 and up,125257,4.3,10000000,0
Google Chrome: Fast & Secure,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,9642995,4.3,1000000000,0
Messenger Lite: Free Calls & Messages,COMMUNICATION,Varies with device,Free,Everyone,Communication,2.3 and up,1429035,4.4,100000000,0
Gmail,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,4604324,4.3,1000000000,0
Hangouts,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,3419249,4,1000000000,0
Viber Messenger,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,11334799,4.3,500000000,0
My Tele2,COMMUNICATION,8.8M,Free,Everyone,Communication,4.4 and up,158679,4.3,5000000,0
Firefox Browser fast & private,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,3075028,4.4,100000000,0
Yahoo Mail – Stay Organized,COMMUNICATION,16M,Free,Everyone,Communication,4.4 and up,4187998,4.3,100000000,0
imo beta free calls and text,COMMUNICATION,11M,Free,Everyone,Communication,4.0 and up,659395,4.3,100000000,0
imo free video calls and chat,COMMUNICATION,11M,Free,Everyone,Communication,4.0 and up,4785892,4.3,500000000,0
Contacts,COMMUNICATION,Varies with device,Free,Everyone,Communication,5.0 and up,66602,4.3,50000000,0
Call Free – Free Call,COMMUNICATION,15M,Free,Everyone,Communication,4.1 and up,30209,4.3,5000000,0
Web Browser & Explorer,COMMUNICATION,6.6M,Free,Everyone,Communication,4.0.3 - 7.1.1,36901,4,5000000,0
Opera Mini - fast web browser,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,5149854,4.5,100000000,0
Browser 4G,COMMUNICATION,6.6M,Free,Everyone,Communication,4.0.3 - 7.1.1,192948,4.3,10000000,0
MegaFon Dashboard,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,99559,3.7,10000000,0
ZenUI Dialer & Contacts,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,437674,4.5,10000000,0
Cricket Visual Voicemail,COMMUNICATION,5.1M,Free,Everyone,Communication,4.1 and up,13698,3.9,10000000,0
Opera Browser: Fast and Secure,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,2473509,4.4,100000000,0
TracFone My Account,COMMUNICATION,18M,Free,Everyone,Communication,4.1 and up,20769,3.6,1000000,0
Firefox Focus: The privacy browser,COMMUNICATION,4.0M,Free,Everyone,Communication,5.0 and up,36880,4.4,1000000,0
Google Voice,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,171031,4.2,10000000,0
Chrome Dev,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,63543,4.4,5000000,0
Xperia Link™,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,45487,4.1,10000000,0
TouchPal Keyboard - Fun Emoji & Android Keyboard,COMMUNICATION,37M,Free,Mature 17+,Communication,4.0.3 and up,615381,4.4,10000000,0
Who,COMMUNICATION,Varies with device,Free,Teen,Communication,Varies with device,2451083,4.3,100000000,0
Skype Lite - Free Video Call & Chat,COMMUNICATION,22M,Free,Everyone,Communication,4.0.3 and up,33053,4.2,5000000,0
WeChat,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,5387333,4.2,100000000,0
UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,3.3M,Free,Teen,Communication,4.0 and up,3648120,4.4,100000000,0
WhatsApp Business,COMMUNICATION,32M,Free,Everyone,Communication,4.0.3 and up,136662,4.4,10000000,0
My magenta,COMMUNICATION,37M,Free,Everyone,Communication,5.0 and up,42370,3.9,1000000,0
Android Messages,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,781810,4.2,100000000,0
Telegram,COMMUNICATION,Varies with device,Free,Mature 17+,Communication,Varies with device,3128250,4.4,100000000,0
Google Duo - High Quality Video Calls,COMMUNICATION,Varies with device,Free,Everyone,Communication,4.4 and up,2083237,4.6,500000000,0
Puffin Web Browser,COMMUNICATION,Varies with device,Free,Everyone,Communication,4.1 and up,541389,4.3,10000000,0
Seznam,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,46702,4.3,1000000,0
Antillean Gold Telegram (original version),COMMUNICATION,17M,Free,Everyone,Communication,4.1 and up,2939,4.4,100000,0
AT&T Visual Voicemail,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,13761,3.7,10000000,0
GMX Mail,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,258556,4.3,10000000,0
Omlet Chat,COMMUNICATION,35M,Free,Teen,Communication,4.0.3 and up,40751,3.9,10000000,0
UC Browser - Fast Download Private & Secure,COMMUNICATION,40M,Free,Teen,Communication,4.0 and up,17712922,4.5,500000000,0
My Vodacom SA,COMMUNICATION,61M,Free,Everyone,Communication,4.3 and up,25021,3.7,5000000,0
Microsoft Edge,COMMUNICATION,66M,Free,Everyone,Communication,4.4 and up,27187,4.3,5000000,0
WhatsApp Messenger,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,69119316,4.4,1000000000,0
Messenger – Text and Video Chat for Free,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,56646578,4,1000000000,0
imo free video calls and chat,COMMUNICATION,11M,Free,Everyone,Communication,4.0 and up,4785988,4.3,500000000,0
Hangouts Dialer - Call Phones,COMMUNICATION,79k,Free,Everyone,Communication,4.0.3 and up,122498,4,10000000,0
Viber Messenger,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,11334973,4.3,500000000,0
Hangouts,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,3419433,4,1000000000,0
"Talkatone: Free Texts, Calls & Phone Number",COMMUNICATION,25M,Free,Everyone,Communication,4.2 and up,132014,4.1,10000000,0
Calls & Text by Mo+,COMMUNICATION,14M,Free,Everyone,Communication,4.0 and up,83239,4.2,5000000,0
free video calls and chat,COMMUNICATION,Varies with device,Free,Everyone,Communication,4.4 and up,594728,4.2,50000000,0
WeChat,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,5387446,4.2,100000000,0
Skype - free IM & video calls,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,10484169,4.1,1000000000,0
Telegram,COMMUNICATION,Varies with device,Free,Mature 17+,Communication,Varies with device,3128509,4.4,100000000,0
Who,COMMUNICATION,Varies with device,Free,Teen,Communication,Varies with device,2451093,4.3,100000000,0
Google Voice,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,171031,4.2,10000000,0
"GO SMS Pro - Messenger, Free Themes, Emoji",COMMUNICATION,24M,Free,Everyone,Communication,4.0 and up,2876500,4.4,100000000,0
Android Messages,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,781810,4.2,100000000,0
"Messaging+ SMS, MMS Free",COMMUNICATION,17M,Free,Everyone,Communication,2.3 and up,28238,4.1,1000000,0
chomp SMS,COMMUNICATION,8.3M,Free,Everyone,Communication,2.3 and up,335646,4.3,10000000,0
Glide - Video Chat Messenger,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,350154,4.3,10000000,0
Text SMS,COMMUNICATION,8.2M,Free,Everyone,Communication,4.0.3 and up,349384,4.5,10000000,0
Google Allo,COMMUNICATION,Varies with device,Free,Everyone,Communication,4.1 and up,346982,4.3,10000000,0
Talkray - Free Calls & Texts,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,244863,4.2,10000000,0
LINE: Free Calls & Messages,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,10790289,4.2,500000000,0
GroupMe,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,330761,4.5,10000000,0
mysms SMS Text Messaging Sync,COMMUNICATION,8.4M,Free,Everyone,Communication,4.0.3 and up,37320,4.3,1000000,0
BBM - Free Calls & Messages,COMMUNICATION,Varies with device,Free,Everyone,Communication,4.0.3 and up,12842860,4.3,100000000,0
KakaoTalk: Free Calls & Text,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,2546527,4.3,100000000,0
Firefox Focus: The privacy browser,COMMUNICATION,4.0M,Free,Everyone,Communication,5.0 and up,36893,4.4,1000000,0
2ndLine - Second Phone Number,COMMUNICATION,32M,Free,Everyone,Communication,4.0 and up,15880,4.2,1000000,0
Google Allo,COMMUNICATION,Varies with device,Free,Everyone,Communication,4.1 and up,346980,4.3,10000000,0
Google Chrome: Fast & Secure,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,9643041,4.3,1000000000,0
Firefox Browser fast & private,COMMUNICATION,Varies with device,Free,Everyone,Communication,Varies with device,3075118,4.4,100000000,0
"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,6.1M,Free,Everyone,Communication,4.0 and up,2264916,4.6,50000000,0
